NumBonPese,DesignationArticle,DateBR,CodeFournisseur,NomBateau,QteRecue,QteFacturée,Qualite,Moule,PU,MontantAchat
BP055721,SARDINE,2019-02-26,FO001,BAT007,6578.88,6456.06,A,nan,0.389375,19051.92928
BP055721,DECHET ENTIER,2019-02-26,FO001,BAT007,939.84,939.84,nan,nan,0.055625,2721.704089
BP055725,SARDINE,2019-02-26,FO001,BAT007,4875.42,4770.4,A,nan,0.445,14118.84006
BP055623,SARDINE,2019-02-26,FM500,BAT025,4313.83,16792.98,B,nan,1.687023,13157.18115
BP055623,MAQUEREAU,2019-02-26,FM500,BAT025,0.0,105.109,A,S,0.0,0.0
BP055623,MAQUEREAU,2019-02-26,FM500,BAT025,0.0,195.266,A,2S,0.0,0.0
BP055623,MAQUEREAU,2019-02-26,FM500,BAT025,801.0,1126.206,A,3S,0.3132496,2282.85
BP055623,MAQUEREAU,2019-02-26,FM500,BAT025,0.0,75.2406,A,4S,0.0,0.0
BP055623,SARDINE,2019-02-26,FM500,BAT025,11587.8,0.0,A,nan,4.531677,35342.79
BP055623,MAQUEREAU,2019-02-26,FM500,BAT025,46.28,0.0,B,M,18.09886,275.3659946
BP055623,MAQUEREAU,2019-02-26,FM500,BAT025,248.31,0.0,B,2S,0.09710737,1030.486478
BP055623,MAQUEREAU,2019-02-26,FM500,BAT025,71.2,0.0,B,3S,0.02784441,202.92
BP055735,SARDINE,2019-02-26,FO001,BAT011,6739.97,6488.1,A,nan,0.4083346,19518.43355
BP055735,DECHET ENTIER,2019-02-26,FO001,BAT011,605.2,605.2,nan,nan,0.03666546,1752.61251
BP055734,SARDINE,2019-02-26,FO001,BAT011,6947.34,6771.12,A,nan,0.4084269,20118.96105
BP055734,DECHET ENTIER,2019-02-26,FO001,BAT011,622.11,622.11,nan,nan,0.03657319,1801.582609
BP055751,SARDINE,2019-02-26,FO001,BAT024,9652.05,9435.78,A,nan,0.5717072,27951.59205
BP055751,SARDINE,2019-02-26,FO001,BAT024,865.97,865.97,B,nan,0.05129286,2507.78229
BP055778,SARDINE,2019-02-26,FE060,BAT019,3150.6,3061.6,A,nan,0.0,10396.98
BP055766,SARDINE,2019-02-27,FE060,BAT019,6995.4,6959.8,A,nan,0.0,23084.82
BP055766,SARDINE,2019-02-27,FE060,BAT019,1068.0,1068.0,B,nan,0.0,3524.4
BP055766,DECHET ENTIER,2019-02-27,FE060,BAT019,961.2,961.2,nan,nan,0.0,1537.92
BP055797,SARDINE,2019-02-27,FO001,BAT029,4806.0,4692.08,A,nan,0.3146112,13917.80522
BP055797,SARDINE,2019-02-27,FO001,BAT029,1991.82,1991.82,B,nan,0.1303888,5768.157358
BP055820,SARDINE,2019-02-27,FO001,BAT007,9812.25,9627.13,A,nan,0.4450001,28415.5202
BP055823,SARDINE,2019-02-27,FO001,BAT007,5462.82,5170.01,A,nan,0.2697955,15819.90471
BP055823,SARDINE,2019-02-27,FO001,BAT007,2847.11,2847.11,B,nan,0.1406119,8245.011279
BP055823,DECHET ENTIER,2019-02-27,FO001,BAT007,700.43,700.43,nan,nan,0.03459255,2028.391265
BP055826,SARDINE,2019-02-27,FO001,BAT007,7200.1,7175.18,A,nan,0.3917356,20850.93391
BP055826,DECHET ENTIER,2019-02-27,FO001,BAT007,979.0,979.0,nan,nan,0.05326442,2835.108472
BP055835,SARDINE,2019-02-27,FM075,BAT019,8821.68,8686.399,A,nan,0.0,29111.54365
BP055835,DECHET ENTIER,2019-02-27,FM075,BAT019,2242.8,2242.8,nan,nan,0.0,3588.48
BP055836,SARDINE,2019-02-27,FM075,BAT019,7342.5,7280.2,A,nan,0.0,24230.25
BP055836,SARDINE,2019-02-27,FM075,BAT019,1231.76,1228.2,B,nan,0.0,4064.807739
BP055864,SARDINE,2019-02-28,FM075,BAT019,8433.64,8455.0,A,nan,0.0,27831.01096
BP055864,SARDINE,2019-02-28,FM075,BAT019,2073.7,2082.6,B,nan,0.0,6843.21
BP055887,SARDINE,2019-02-28,FO001,BAT029,2032.76,1909.05,A,nan,0.1265098,5886.716396
BP055887,SARDINE,2019-02-28,FO001,BAT029,4017.46,4017.46,B,nan,0.2500286,11634.2547
BP055887,DECHET ENTIER,2019-02-28,FO001,BAT029,1100.04,1100.04,nan,nan,0.06846154,3185.63093
BP055834,SARDINE,2019-02-28,FO001,BAT011,5178.91,5178.91,A,nan,0.2805694,14997.72375
BP055834,SARDINE,2019-03-01,FO001,BAT011,6320.78,5995.04,A,nan,0.3424307,18304.02508
BP055869,SARDINE,2019-02-28,FM075,BAT019,9612.89,10039.2,A,nan,0.0,31722.5377
BP055869,SARDINE,2019-02-28,FM075,BAT019,1231.76,1281.6,B,nan,0.0,4064.807739
BP055890,SARDINE,2019-02-28,FO001,BAT029,3221.8,3063.38,A,nan,0.272849,9330.084678
BP055890,SARDINE,2019-02-28,FO001,BAT029,2032.76,2032.76,B,nan,0.1721511,5886.716396
BP055931,SARDINE,2019-02-28,FM075,BAT019,821.47,801.0,A,nan,0.0,2710.850913
BP055931,SARDINE,2019-02-28,FM075,BAT019,3422.05,3275.2,B,nan,0.0,11292.765
BP055931,DECHET ENTIER,2019-02-28,FM075,BAT019,477.93,480.6,nan,nan,0.0,764.6880109
BP055904,SARDINE,2019-02-28,FO001,BAT024,4147.4,3968.51,A,nan,0.3825309,12010.55087
BP055904,SARDINE,2019-02-28,FO001,BAT024,677.29,677.29,B,nan,0.0624691,1961.379653
BP055678,SARDINE,2019-02-25,FB032,BAT019,3924.9,3449.64,A,nan,0.0,13344.66
BP055678,DECHET ENTIER,2019-02-25,FB032,BAT019,1123.18,1121.4,nan,nan,0.0,3818.812261
BP055830,SARDINE,2019-02-26,FM075,BAT019,7807.97,7885.4,A,nan,0.0,25766.30135
BP055830,DECHET ENTIER,2019-02-26,FM075,BAT019,2225.0,2225.0,nan,nan,0.0,3560.0
BP055754,SARDINE,2019-02-26,FM075,BAT019,10209.19,11570.0,A,nan,0.0,33690.3277
BP055754,SARDINE,2019-02-26,FM075,BAT019,1432.01,0.0,B,nan,0.0,4725.632739
BP055754,DECHET ENTIER,2019-02-26,FM075,BAT019,1602.0,1602.0,nan,nan,0.0,2563.2
BP055742,SARDINE,2019-02-27,FM075,BAT019,5851.75,5945.2,A,nan,0.0,19310.775
BP055742,SARDINE,2019-02-27,FM075,BAT019,1231.76,1246.0,B,nan,0.0,4064.807739
BP055859,SARDINE,2019-02-28,FB032,BAT019,7371.87,7204.55,A,nan,0.0,25064.35904
BP055859,SARDINE,2019-02-28,FB032,BAT019,267.0,267.0,B,nan,0.0,907.8
BP055829,SARDINE,2019-03-01,FO001,BAT011,21228.28,20802.86,A,nan,1.335,61473.89227
BP055891,SARDINE,2019-03-01,FO001,BAT007,2686.02,2390.54,A,nan,0.1275777,7778.307969
BP055891,SARDINE,2019-03-01,FO001,BAT007,6683.01,6683.01,B,nan,0.3174224,19352.98742
BP055897,SARDINE,2019-03-01,FO001,BAT007,8395.37,7713.63,A,nan,0.2903767,24311.72324
BP055897,SARDINE,2019-03-01,FO001,BAT007,1266.47,1266.47,B,nan,0.0438043,3667.505742
BP055897,DECHET ENTIER,2019-03-01,FO001,BAT007,3204.0,3204.0,nan,nan,0.110819,9278.30041
BP055956,SARDINE,2019-03-01,FO001,BAT029,5058.76,4815.79,A,nan,0.2763444,14649.40521
BP055956,SARDINE,2019-03-01,FO001,BAT029,844.61,844.61,B,nan,0.04613842,2445.862974
BP055956,DECHET ENTIER,2019-03-01,FO001,BAT029,2242.8,2242.8,nan,nan,0.1225172,6494.8102
BP055946,SARDINE,2019-03-01,FO001,BAT029,2090.61,1836.07,A,nan,0.1169114,6054.090718
BP055946,MAQUEREAU,2019-03-01,FO001,BAT029,16.91,16.91,B,2S,0.9456437,48.96880535
BP055946,MAQUEREAU,2019-03-01,FO001,BAT029,57.85,57.85,B,3S,3.235097,167.5248592
BP055946,DECHET ENTIER,2019-03-01,FO001,BAT029,2242.8,2242.8,nan,nan,0.1254222,6494.8102
BP055946,SARDINE,2019-03-01,FO001,BAT029,3549.32,3549.32,B,nan,0.1984856,10278.2945
BP056011,SARDINE,2019-03-01,FM075,BAT019,8908.899,8882.2,A,nan,0.0,29399.37
BP056011,DECHET ENTIER,2019-03-01,FM075,BAT019,747.6,747.6,nan,nan,0.0,1196.16
BP056046,SARDINE,2019-03-01,FO001,BAT024,865.97,699.54,A,nan,0.086597,2507.718408
BP056046,SARDINE,2019-03-01,FO001,BAT024,3050.03,3050.03,B,nan,0.305003,8832.426055
BP056046,DECHET ENTIER,2019-03-01,FO001,BAT024,534.0,534.0,nan,nan,0.0534,1546.383365
BP055838,SARDINE,2019-02-28,FM075,BAT019,10872.24,10715.6,A,nan,0.0,35878.3927
BP055838,DECHET ENTIER,2019-02-28,FM075,BAT019,1582.42,1584.2,nan,nan,0.0,2531.872043
BP055985,SARDINE,2019-03-02,FO001,BAT029,3183.53,2828.42,A,nan,0.197507,9219.022412
BP055985,SARDINE,2019-03-02,FO001,BAT029,5078.34,5078.34,B,nan,0.3150614,14706.10621
BP055985,DECHET ENTIER,2019-03-02,FO001,BAT029,1780.0,1780.0,nan,nan,0.1104316,5154.611001
BP055986,SARDINE,2019-03-02,FS500,BAT025,2520.48,2529.38,B,nan,1.283776,7274.357637
BP055986,MAQUEREAU,2019-03-02,FS500,BAT025,124.6,6153.46,B,3S,0.06346349,299.04
BP055986,MAQUEREAU,2019-03-02,FS500,BAT025,0.0,608.76,B,4S,0.0,0.0
BP055986,MAQUEREAU,2019-03-02,FS500,BAT025,46.28,0.0,B,M,0.02357216,217.5159946
BP055986,MAQUEREAU,2019-03-02,FS500,BAT025,186.01,0.0,A,2S,0.09474193,539.4290326
BP055986,MAQUEREAU,2019-03-02,FS500,BAT025,108.58,0.0,B,2S,0.05530391,314.8820163
BP055986,MAQUEREAU,2019-03-02,FS500,BAT025,4877.2,0.0,A,3S,2.484143,11705.28087
BP055955,SARDINE,2019-03-02,FM555,BAT041,2290.86,15730.57,A,nan,0.9157579,8018.01
BP055955,MAQUEREAU,2019-03-02,FM555,BAT041,0.0,82.4674,A,S,0.0,0.0
BP055955,MAQUEREAU,2019-03-02,FM555,BAT041,0.0,1017.136,A,2S,0.0,0.0
BP055955,MAQUEREAU,2019-03-02,FM555,BAT041,1886.8,1401.999,A,3S,0.7542373,5283.04
BP055955,MAQUEREAU,2019-03-02,FM555,BAT041,0.0,247.4111,A,4S,0.0,0.0
BP055955,SARDINE,2019-03-02,FM555,BAT041,12474.24,0.0,B,nan,4.986505,37422.72
BP055955,MAQUEREAU,2019-03-02,FM555,BAT041,46.28,0.0,B,2S,18.50016,189.7479973
BP056057,SARDINE,2019-03-02,FO001,BAT007,1329.66,724.46,A,nan,0.08164436,3850.494609
BP056057,SARDINE,2019-03-02,FO001,BAT007,2802.61,2598.8,B,nan,0.1720871,8115.935205
BP056057,DECHET ENTIER,2019-03-02,FO001,BAT007,3115.0,3115.0,nan,nan,0.1912686,9020.569795
BP056060,SARDINE,2019-03-02,FO001,BAT007,2949.46,2422.58,A,nan,0.1825613,8541.190938
BP056060,SARDINE,2019-03-02,FO001,BAT007,1124.96,1103.6,B,nan,0.0696311,3257.714194
BP056060,DECHET ENTIER,2019-03-02,FO001,BAT007,3115.0,3115.0,nan,nan,0.1928076,9020.569795
BP056065,SARDINE,2019-03-02,FO001,BAT007,2695.81,2530.27,A,nan,0.1835383,7806.658467
BP056065,SARDINE,2019-03-02,FO001,BAT007,725.35,725.35,B,nan,0.04938385,2100.50408
BP056065,DECHET ENTIER,2019-03-02,FO001,BAT007,3115.0,3115.0,nan,nan,0.2120779,9020.569795
BP056084,SARDINE,2019-03-02,FM075,BAT019,4272.0,4147.4,A,nan,0.0,14097.6
BP056084,SARDINE,2019-03-02,FM075,BAT019,2109.3,2029.2,B,nan,0.0,6960.69
BP056084,DECHET ENTIER,2019-03-02,FM075,BAT019,2670.0,2670.0,nan,nan,0.0,4272.0
BP056085,SARDINE,2019-03-02,FS500,BAT025,16928.69,16477.46,A,nan,6.675,50786.07
BP056064,SARDINE,2019-03-03,FB032,BAT019,6357.27,6518.36,A,nan,0.0,21614.71904
BP056064,SARDINE,2019-03-03,FB032,BAT019,320.4,320.4,B,nan,0.0,1089.36
BP056064,DECHET ENTIER,2019-03-03,FB032,BAT019,841.05,836.6,nan,nan,0.0,2859.57
BP056115,SARDINE,2019-03-03,FM555,BAT041,11259.39,12464.35,A,nan,4.111868,39407.865
BP056115,MAQUEREAU,2019-03-03,FM555,BAT041,0.0,175.8195,A,2S,0.0,0.0
BP056115,MAQUEREAU,2019-03-03,FM555,BAT041,409.4,299.3604,A,3S,0.1495107,1146.32
BP056115,SARDINE,2019-03-03,FM500,BAT025,0.0,2546.397,B,nan,0.0,0.0
BP056115,MAQUEREAU,2019-03-03,FM500,BAT025,0.0,276.4963,A,S,0.0,0.0
BP056115,MAQUEREAU,2019-03-03,FM500,BAT025,0.0,325.7222,A,2S,0.0,0.0
BP056115,MAQUEREAU,2019-03-03,FM500,BAT025,0.0,420.97,A,3S,0.0,0.0
BP056115,MAQUEREAU,2019-03-03,FM500,BAT025,1762.2,987.4906,A,3S,0.6435458,5022.27
BP056115,MAQUEREAU,2019-03-03,FM500,BAT025,0.0,195.6576,A,4S,0.0,0.0
BP056115,SARDINE,2019-03-03,FM500,BAT025,2629.95,0.0,A,nan,0.9604433,8021.3475
BP056115,SARDINE,2019-03-03,FM555,BAT041,2216.99,0.0,B,nan,0.8096327,6650.97
BP056164,SARDINE,2019-03-03,FO001,BAT007,7276.64,6594.01,A,nan,0.3783611,21072.05023
BP056164,SARDINE,2019-03-03,FO001,BAT007,456.57,456.57,B,nan,0.02374012,1322.157795
BP056164,DECHET ENTIER,2019-03-03,FO001,BAT007,825.03,825.03,nan,nan,0.04289882,2389.162195
BP056167,SARDINE,2019-03-03,FO001,BAT007,7881.84,7523.17,A,nan,0.4396596,22824.61842
BP056167,SARDINE,2019-03-03,FO001,BAT007,1746.18,1746.18,B,nan,0.09740426,5056.673628
BP056167,DECHET ENTIER,2019-03-03,FO001,BAT007,1540.59,1540.59,nan,nan,0.08593617,4461.316211
BP056135,SARDINE,2019-03-03,FM555,BAT041,11917.1,10624.38,A,nan,4.085303,41709.85
BP056135,MAQUEREAU,2019-03-03,FM555,BAT041,0.0,298.951,A,S,0.0,0.0
BP056135,MAQUEREAU,2019-03-03,FM555,BAT041,792.1,388.6096,A,2S,0.2715399,3247.61
BP056135,MAQUEREAU,2019-03-03,FM555,BAT041,2670.0,2122.383,A,3S,0.9153032,7476.0
BP056135,MAQUEREAU,2019-03-03,FM555,BAT041,0.0,179.335,A,4S,0.0,0.0
BP056135,SARDINE,2019-03-03,FM555,BAT041,2949.46,5176.24,B,nan,1.011105,8848.38
BP056135,MAQUEREAU,2019-03-03,FM555,BAT041,46.28,0.0,A,M,15.86525,273.0520163
BP056135,SARDINE,2019-03-04,FM555,BAT041,918.48,0.0,B,nan,0.3148643,3214.68
BP056135,MAQUEREAU,2019-03-04,FM555,BAT041,178.0,0.0,A,3S,0.06102021,498.4
BP056188,SARDINE,2019-03-03,FO001,BAT011,4838.04,4540.78,A,nan,0.2738307,14010.23312
BP056188,SARDINE,2019-03-03,FO001,BAT011,621.22,621.22,B,nan,0.03516074,1798.959325
BP056188,DECHET ENTIER,2019-03-03,FO001,BAT011,2403.0,2403.0,nan,nan,0.1360086,6958.725308
BP056207,SARDINE,2019-03-04,FO001,BAT029,4647.58,4375.24,A,nan,0.2385087,13458.68951
BP056207,SARDINE,2019-03-04,FO001,BAT029,659.49,659.49,B,nan,0.0338443,1909.783555
BP056207,DECHET ENTIER,2019-03-04,FO001,BAT029,3364.2,3364.2,nan,nan,0.172647,9742.215518
BP056218,SARDINE,2019-03-04,FM075,BAT019,8499.5,8455.0,A,nan,0.0,28048.35
BP056218,DECHET ENTIER,2019-03-04,FM075,BAT019,1869.0,1869.0,nan,nan,0.0,2990.4
BP056210,SARDINE,2019-03-04,FO001,BAT029,7103.09,6933.1,A,nan,0.3866259,20569.47662
BP056210,SARDINE,2019-03-04,FO001,BAT029,1072.45,1072.45,B,nan,0.05837416,3105.653262
BP056227,SARDINE,2019-03-04,FM075,BAT019,6614.48,7280.2,A,nan,0.0,21827.78365
BP056227,SARDINE,2019-03-04,FM075,BAT019,2059.46,801.0,B,nan,0.0,6796.217739
BP056227,DECHET ENTIER,2019-03-04,FM075,BAT019,1721.26,2242.8,nan,nan,0.0,2754.01613
BP056206,SARDINE,2019-03-04,FE065,BAT019,6574.43,6461.4,A,nan,0.0,21695.61865
BP056206,DECHET ENTIER,2019-03-04,FE065,BAT019,2367.4,2331.8,nan,nan,0.0,3787.84
BP056220,SARDINE,2019-03-04,FE065,BAT019,5429.89,5393.4,A,nan,0.0,17918.63596
BP056220,DECHET ENTIER,2019-03-04,FE065,BAT019,4111.8,4111.8,nan,nan,0.0,6578.88
BP056225,SARDINE,2019-03-04,FE065,BAT019,4483.82,4717.0,A,nan,0.0,14796.60635
BP056225,SARDINE,2019-03-04,FE065,BAT019,1587.76,1637.6,B,nan,0.0,5239.607739
BP056225,DECHET ENTIER,2019-03-04,FE065,BAT019,3604.5,3613.4,nan,nan,0.0,5767.2
BP056226,SARDINE,2019-03-05,FO001,BAT029,8306.37,8086.54,A,nan,0.5493631,24053.9935
BP056226,SARDINE,2019-03-05,FO001,BAT029,1113.39,1113.39,B,nan,0.07363691,3224.209258
BP056228,SARDINE,2019-03-05,FM075,BAT019,4204.36,4218.6,A,nan,0.0,13874.38817
BP056228,SARDINE,2019-03-05,FM075,BAT019,1260.24,1263.8,B,nan,0.0,4158.791826
BP056310,SARDINE,2019-03-05,FO001,BAT007,18094.59,18094.59,A,nan,0.9625464,52399.19848
BP056310,SARDINE,2019-03-05,FO001,BAT007,2017.63,2017.63,B,nan,0.1073284,5842.751787
BP056310,SARDINE,2019-03-06,FO001,BAT007,4984.0,4776.63,A,nan,0.2651252,14432.91098
BP056213,SARDINE,2019-03-05,FS500,BAT025,14636.94,9320.08,B,nan,5.91089,39519.7373
BP056213,SARDINE,2019-03-05,FS500,BAT025,1892.14,7961.05,A,nan,0.76411,5676.42
BP056234,SARDINE,2019-03-05,FM555,BAT041,0.0,18208.22,A,nan,0.0,0.0
BP056234,SARDINE,2019-03-05,FM555,BAT041,16529.08,0.0,B,nan,6.675,57851.78
BP056261,SARDINE,2019-03-05,FM555,BAT041,11674.13,12856.27,B,nan,4.731988,35022.39
BP056261,MAQUEREAU,2019-03-05,FM555,BAT041,0.0,206.8627,A,S,0.0,0.0
BP056261,MAQUEREAU,2019-03-05,FM555,BAT041,0.0,712.5035,A,2S,0.0,0.0
BP056261,MAQUEREAU,2019-03-05,FM555,BAT041,2118.2,1379.039,A,3S,0.8585905,5930.96
BP056261,SARDINE,2019-03-05,FS500,BAT028,0.0,1506.77,A,nan,0.0,0.0
BP056261,MAQUEREAU,2019-03-05,FS500,BAT028,0.0,106.8,A,S,0.0,0.0
BP056261,MAQUEREAU,2019-03-05,FS500,BAT028,931.83,534.0,A,2S,0.3777077,4379.600913
BP056261,MAQUEREAU,2019-03-05,FS500,BAT028,0.0,249.2,A,3S,0.0,0.0
BP056261,SARDINE,2019-03-05,FS500,BAT028,1450.7,0.0,B,nan,0.5880263,5077.45
BP056261,MAQUEREAU,2019-03-05,FS500,BAT028,106.8,0.0,B,3S,0.04329028,363.12
BP056261,MAQUEREAU,2019-03-05,FS500,BAT028,186.01,0.0,A,M,0.07539725,1171.863065
BP056401,SARDINE,2019-03-06,FM075,BAT019,10463.73,10537.6,A,nan,0.0,34530.30691
BP056401,SARDINE,2019-03-06,FM075,BAT019,1420.44,1424.0,B,nan,0.0,4687.451826
BP056420,MAQUEREAU,2019-03-06,FO001,BAT007,8482.59,8397.149,A,M,0.445,61375.46383
BP056423,MAQUEREAU,2019-03-06,FO001,BAT007,2166.26,1798.69,A,M,0.1625973,15673.8943
BP056423,SARDINE,2019-03-06,FO001,BAT007,5558.94,5855.31,A,nan,0.4172484,40221.50578
BP056423,MAQUEREAU,2019-03-06,FO001,BAT007,574.94,567.82,A,2S,0.04315441,4159.957344
BP056426,SARDINE,2019-03-06,FO001,BAT029,6448.94,6311.88,A,nan,0.445,18675.15682
BP056466,MAQUEREAU,2019-03-06,FO001,BAT024,5112.16,4936.83,A,M,0.363286,34762.6873
BP056466,MAQUEREAU,2019-03-06,FO001,BAT024,1149.88,1149.88,A,2S,0.08171405,7819.184521
BP056453,SARDINE,2019-03-06,FO001,BAT011,6039.54,5936.3,A,nan,0.445,17489.59512
BP056448,SARDINE,2019-03-06,FO001,BAT011,2242.8,2242.8,A,nan,0.1277221,6494.8102
BP056448,SARDINE,2019-03-06,FO001,BAT011,3802.08,3802.08,B,nan,0.2165194,11010.2491
BP056448,SARDINE,2019-03-07,FO001,BAT011,4895.0,4652.92,A,nan,0.2787586,14175.18123
BP056469,MAQUEREAU,2019-03-06,FO001,BAT011,7111.99,7111.99,A,M,0.4382389,50095.28398
BP056469,MAQUEREAU,2019-03-06,FO001,BAT011,699.54,699.54,A,2S,0.04310546,4927.405039
BP056469,SARDINE,2019-03-07,FO001,BAT011,1281.6,1182.81,A,nan,0.07897183,9027.307373
BP056469,SARDINE,2019-03-07,FO001,BAT011,764.51,764.51,B,nan,0.04710889,5385.039302
BP056469,MAQUEREAU,2019-03-07,FO001,BAT011,46.28,46.28,A,M,2.851761,325.9860754
BP056469,MAQUEREAU,2019-03-07,FO001,BAT011,62.3,62.3,B,M,3.838908,438.8274176
BP056469,MAQUEREAU,2019-03-07,FO001,BAT011,108.58,108.58,B,2S,6.690669,764.813493
BP056469,MAQUEREAU,2019-03-07,FO001,BAT011,35.6,35.6,B,3S,2.193662,250.7585321
BP056459,SARDINE,2019-03-06,FO001,BAT024,4151.85,4151.85,A,nan,0.2519763,12023.13081
BP056459,SARDINE,2019-03-07,FO001,BAT024,6113.41,6282.51,A,nan,0.3710237,17703.51148
BP056434,SARDINE,2019-03-07,FO001,BAT029,6870.8,6721.28,A,nan,0.445,19896.80002
BP056442,SARDINE,2019-03-07,FO001,BAT029,1687.44,1558.39,A,nan,0.1353417,4886.571509
BP056442,SARDINE,2019-03-07,FO001,BAT029,3860.82,3860.82,B,nan,0.3096584,11180.35209
BP056478,SARDINE,2019-03-07,FE065,BAT019,4357.44,4147.4,A,nan,0.0,14379.55183
BP056478,SARDINE,2019-03-07,FE065,BAT019,3969.4,3773.6,B,nan,0.0,13099.02
BP056507,SARDINE,2019-03-07,FO001,BAT007,7961.94,7816.87,A,nan,0.445,23056.57641
BP056509,SARDINE,2019-03-07,FM075,BAT019,5211.84,5571.4,A,nan,0.0,17199.07096
BP056509,SARDINE,2019-03-07,FM075,BAT019,2739.42,2937.0,B,nan,0.0,9040.085479
BP056519,SARDINE,2019-03-07,FM075,BAT019,1452.48,6194.4,A,nan,0.0,4793.184087
BP056519,SARDINE,2019-03-07,FM075,BAT019,4950.18,10697.8,B,nan,0.0,16335.59365
BP056519,SARDINE,2019-03-08,FM075,BAT019,4588.84,0.0,A,nan,0.0,15143.17096
BP056519,SARDINE,2019-03-08,FM075,BAT019,5468.16,0.0,B,nan,0.0,18044.9273
BP056523,SARDINE,2019-03-07,FM075,BAT019,7536.52,13795.0,B,nan,0.0,24870.51635
BP056523,SARDINE,2019-03-08,FM075,BAT019,6294.08,0.0,B,nan,0.0,20770.46365
BP056555,SARDINE,2019-03-08,FM500,BAT025,1068.0,3428.654,B,nan,0.4311087,3257.4
BP056555,MAQUEREAU,2019-03-08,FM500,BAT025,0.0,118.6904,A,S,0.0,0.0
BP056555,MAQUEREAU,2019-03-08,FM500,BAT025,0.0,443.0865,A,2S,0.0,0.0
BP056555,MAQUEREAU,2019-03-08,FM500,BAT025,0.0,229.4554,A,3S,0.0,0.0
BP056555,SARDINE,2019-03-08,FS500,BAT025,0.0,1788.9,B,nan,0.0,0.0
BP056555,MAQUEREAU,2019-03-08,FS500,BAT025,0.0,190.46,A,S,0.0,0.0
BP056555,MAQUEREAU,2019-03-08,FS500,BAT025,0.0,605.2,A,2S,0.0,0.0
BP056555,MAQUEREAU,2019-03-08,FS500,BAT025,4040.6,1720.37,A,3S,1.631028,9697.44
BP056555,MAQUEREAU,2019-03-08,FS500,BAT025,0.0,229.62,A,2S,0.0,0.0
BP056555,MAQUEREAU,2019-03-08,FS500,BAT025,0.0,2066.58,A,3S,0.0,0.0
BP056555,MAQUEREAU,2019-03-08,FM500,BAT025,139.73,0.0,B,M,0.05640339,831.3934674
BP056555,MAQUEREAU,2019-03-08,FM500,BAT025,325.74,0.0,B,2S,0.1314882,1351.821022
BP056555,SARDINE,2019-03-08,FS500,BAT025,10143.33,6731.07,A,nan,4.094455,30429.99
BP056555,MAQUEREAU,2019-03-08,FS500,BAT025,818.8,0.0,B,3S,0.3305167,1965.12
BP056642,SARDINE,2019-03-10,FM555,BAT041,12780.4,16092.09,A,nan,4.894205,44731.4
BP056642,MAQUEREAU,2019-03-10,FM555,BAT041,139.73,229.1038,A,M,0.05350907,824.4069891
BP056642,MAQUEREAU,2019-03-10,FM555,BAT041,0.0,1317.351,A,S,0.0,0.0
BP056642,MAQUEREAU,2019-03-10,FM555,BAT041,419.19,973.6867,A,2S,0.1605272,1718.678978
BP056642,MAQUEREAU,2019-03-10,FM555,BAT041,2385.2,343.6512,A,3S,0.9134032,6678.56
BP056642,SARDINE,2019-03-10,FM555,BAT041,1613.57,0.0,B,nan,0.6179104,4840.71
BP056642,MAQUEREAU,2019-03-10,FM555,BAT041,92.56,0.0,B,2S,0.03544549,379.4959946
BP055696,SARDINE,2019-02-25,FE060,BAT019,6815.62,6868.13,A,nan,0.0,22491.54635
BP055696,DECHET ENTIER,2019-02-25,FE060,BAT019,738.7,747.6,nan,nan,0.0,1181.92
BP055696,SARDINE,2019-02-25,FE060,BAT019,1302.07,1302.07,B,nan,0.0,4296.830913
BP056732,SARDINE,2019-03-12,FS500,BAT025,1404.42,5874.89,B,nan,0.5272903,3791.934087
BP056732,SARDINE,2019-03-12,FS500,BAT025,16374.22,11928.67,A,nan,6.14771,49122.66
BP056751,SARDINE,2019-03-12,FS500,BAT025,1893.03,7346.06,B,nan,0.7004995,5111.180913
BP056751,SARDINE,2019-03-12,FS500,BAT025,16145.49,8980.1,A,nan,5.9745,48436.47
BP056781,SARDINE,2019-03-13,FO001,BAT007,5210.06,5125.51,A,nan,0.2524254,15087.5477
BP056781,SARDINE,2019-03-13,FO001,BAT007,3974.74,3974.74,B,nan,0.1925746,11510.24658
BP056783,SARDINE,2019-03-13,FO001,BAT007,8509.29,8339.3,A,nan,0.446013,24641.61947
BP056783,SARDINE,2019-03-13,FO001,BAT007,3376.66,3376.66,B,nan,0.1769871,9778.297021
BP056863,LATCHA,2019-03-14,FS500,BAT019,6330.57,6675.0,A,nan,3.824861,22790.05096
BP056863,DECHET ENTIER,2019-03-14,FS500,BAT019,298.15,338.2,nan,nan,0.180139,536.67
BP056937,MAQUEREAU,2019-03-16,FM555,BAT041,1304.74,469.8399,A,M,0.5502137,7697.966348
BP056937,MAQUEREAU,2019-03-16,FM555,BAT041,0.0,4030.632,A,S,0.0,0.0
BP056937,MAQUEREAU,2019-03-16,FM555,BAT041,0.0,2231.853,A,2S,0.0,0.0
BP056937,MAQUEREAU,2019-03-16,FM555,BAT041,0.0,5050.883,A,3S,0.0,0.0
BP056937,MAQUEREAU,2019-03-16,FS500,BAT025,0.0,3867.05,A,3S,0.0,0.0
BP056937,SARDINE,2019-03-16,FM555,BAT041,62.3,0.0,B,nan,0.02627214,186.9
BP056937,MAQUEREAU,2019-03-16,FM555,BAT041,4460.68,0.0,B,3S,1.881085,12489.90365
