NumBonPese,DesignationArticle,DateBR,CodeFournisseur,NomBateau,QteRecue,QteFacturée,Qualite,Moule,PU,MontantAchat
BP054614,LATCHA,2019-02-06,FE060,BAT019,2458.18,2011.4,A,nan,0.0,8111.993652
BP054641,SARDINE,2019-02-06,FO024,BAT019,10439.7,10128.2,A,nan,0.0,34451.01
BP054599,LATCHA,2019-02-06,FE060,BAT019,14640.5,14329.0,A,nan,0.0,50509.725
BP054664,SARDINE,2019-02-06,FO001,BAT007,23012.73,22508.1,A,nan,1.335,66643.08875
BP054681,SARDINE,2019-02-06,FO001,BAT009,7472.44,7275.75,A,nan,0.445,21639.60949
BP054665,SARDINE,2019-02-06,FO001,BAT011,9663.62,9663.62,A,nan,0.7626765,27985.09916
BP054665,SARDINE,2019-02-07,FO001,BAT011,6648.3,6214.87,A,nan,0.5247001,19252.96498
BP054600,LATCHA,2019-02-05,FE060,BAT019,21360.0,21271.0,A,nan,0.0,73692.0
BP054718,SARDINE,2019-02-07,FO001,BAT029,8131.04,7823.1,A,nan,0.3481946,23546.86559
BP054718,DECHET ENTIER,2019-02-07,FO001,BAT029,2260.6,2260.6,nan,nan,0.09680542,6546.523198
BP054724,SARDINE,2019-02-07,FO001,BAT029,5874.0,5651.5,A,nan,0.445,17010.6517
BP054750,SARDINE,2019-02-07,FO001,BAT011,7425.27,7165.39,A,nan,0.445,21503.01014
BP054753,SARDINE,2019-02-07,FO001,BAT007,5141.53,4867.41,A,nan,0.2733984,14889.47402
BP054753,SARDINE,2019-02-07,FO001,BAT007,966.54,966.54,B,nan,0.0513953,2799.025229
BP054753,DECHET ENTIER,2019-02-07,FO001,BAT007,2260.6,2260.6,nan,nan,0.1202063,6546.523198
BP054761,SARDINE,2019-02-07,FO001,BAT007,7731.43,7469.77,A,nan,0.445,22389.6257
BP054665,SARDINE,2019-02-07,FO001,BAT011,603.42,603.42,B,nan,0.04762338,1747.457745
BP054907,LATCHA,2019-02-10,FO004,BAT001,18608.12,18581.42,A,nan,6.675,52940.10293
BP054932,SARDINE,2019-02-11,FO001,BAT007,10722.72,10587.44,A,nan,0.5538596,31052.16953
BP054932,SARDINE,2019-02-11,FO001,BAT007,181.56,181.56,B,nan,9.378099,525.7837421
BP054932,DECHET ENTIER,2019-02-11,FO001,BAT007,1157.0,1157.0,nan,nan,0.0597624,3350.582739
BP054934,SARDINE,2019-02-11,FO001,BAT007,6440.04,6289.63,A,nan,0.3987147,18649.85961
BP054934,DECHET ENTIER,2019-02-11,FO001,BAT007,747.6,747.6,nan,nan,0.04628529,2164.991924
BP054992,SARDINE,2019-02-12,FO001,BAT007,5592.76,5429.0,A,nan,0.3356423,16196.20262
BP054992,DECHET ENTIER,2019-02-12,FO001,BAT007,4788.2,4788.2,nan,nan,0.2873577,13866.25823
BP054993,SARDINE,2019-02-12,FO001,BAT024,6225.55,6100.06,A,nan,0.3942717,18028.71262
BP054993,DECHET ENTIER,2019-02-12,FO001,BAT024,801.0,801.0,nan,nan,0.05072831,2319.634204
BP054994,SARDINE,2019-02-12,FO001,BAT007,4045.05,4000.55,A,nan,0.2611395,11714.15306
BP054994,DECHET ENTIER,2019-02-12,FO001,BAT007,2848.0,2848.0,nan,nan,0.1838606,8247.588281
BP055089,SARDINE,2019-02-14,FO001,BAT007,16847.7,15855.35,A,nan,0.9933786,48789.64008
BP055089,SARDINE,2019-02-14,FO001,BAT007,1192.6,1192.6,B,nan,0.07031839,3453.677593
BP055089,DECHET ENTIER,2019-02-14,FO001,BAT007,4601.3,4601.3,nan,nan,0.2713031,13325.01047
BP055090,SARDINE,2019-02-14,FO001,BAT001,5259.01,4962.64,A,nan,0.3337359,15229.68695
BP055090,SARDINE,2019-02-14,FO001,BAT001,498.4,498.4,B,nan,0.03162838,1443.327949
BP055090,DECHET ENTIER,2019-02-14,FO001,BAT001,1254.9,1254.9,nan,nan,0.07963574,3634.093586
BP055144,SARDINE,2019-02-15,FO001,BAT007,6723.06,6238.9,A,nan,0.417374,19469.4627
BP055144,DECHET ENTIER,2019-02-15,FO001,BAT007,445.0,445.0,nan,nan,0.02762603,1288.685669
BP055152,SARDINE,2019-02-15,FO001,BAT007,5340.0,5046.3,A,nan,0.4107693,15464.22803
BP055152,DECHET ENTIER,2019-02-15,FO001,BAT007,445.0,445.0,nan,nan,0.03423077,1288.685669
BP055154,SARDINE,2019-02-15,FO001,BAT024,13757.62,13198.7,A,nan,0.9009969,39841.00645
BP055154,DECHET ENTIER,2019-02-15,FO001,BAT024,1602.0,1602.0,nan,nan,0.1049162,4639.268408
BP055154,SARDINE,2019-02-15,FO001,BAT024,5024.94,5024.94,B,nan,0.3290871,14551.83896
BP055162,SARDINE,2019-02-15,FA068,BAT019,9976.01,9772.2,A,nan,0.0,32920.8323
BP055163,SARDINE,2019-02-15,FO001,BAT024,4263.1,4095.78,A,nan,0.2554896,12345.60893
BP055163,SARDINE,2019-02-15,FO001,BAT024,2512.47,2512.47,B,nan,0.1505735,7275.919482
BP055163,DECHET ENTIER,2019-02-15,FO001,BAT024,649.7,649.7,nan,nan,0.03893684,1881.481077
BP055177,SARDINE,2019-02-15,FO001,BAT024,3871.5,3518.17,A,nan,0.2847948,11211.56554
BP055177,SARDINE,2019-02-15,FO001,BAT024,1780.0,1780.0,B,nan,0.1309401,5154.742676
BP055177,MAQUEREAU,2019-02-15,FO001,BAT024,15.13,15.13,A,M,1.112991,43.8153141
BP055177,DECHET ENTIER,2019-02-15,FO001,BAT024,382.7,382.7,nan,nan,0.02815212,1108.269675
BP055217,SARDINE,2019-02-17,FM555,BAT041,0.0,10012.53,A,nan,0.0,0.0
BP055217,MAQUEREAU,2019-02-17,FM555,BAT041,0.0,253.3652,A,S,0.0,0.0
BP055217,MAQUEREAU,2019-02-17,FM555,BAT041,0.0,506.7304,A,2S,0.0,0.0
BP055217,MAQUEREAU,2019-02-17,FM555,BAT041,0.0,0.0,A,3S,0.0,0.0
BP055217,MAQUEREAU,2019-02-17,FM555,BAT041,0.0,0.0,A,4S,0.0,0.0
BP055217,MAQUEREAU,2019-02-17,FM555,BAT041,0.0,6748.158,A,3S,0.0,0.0
BP055217,MAQUEREAU,2019-02-17,FM555,BAT041,0.0,583.9112,A,4S,0.0,0.0
BP055217,SARDINE,2019-02-17,FM555,BAT041,10359.6,0.0,B,nan,3.789728,30042.84
BP055217,MAQUEREAU,2019-02-17,FM555,BAT041,637.24,0.0,B,M,0.2331138,3695.992261
BP055217,MAQUEREAU,2019-02-17,FM555,BAT041,1631.37,0.0,B,2S,0.5967845,6525.48
BP055217,MAQUEREAU,2019-02-17,FM555,BAT041,4681.4,0.0,B,3S,1.71254,12639.78
BP055217,DECHET ENTIER,2019-02-17,FM555,BAT041,937.17,0.0,nan,nan,0.3428336,2530.359087
BP055326,SARDINE,2019-02-19,FS500,BAT025,3306.35,5828.61,B,nan,1.260426,8927.145
BP055326,SARDINE,2019-02-19,FS500,BAT025,14165.24,11316.35,A,nan,5.399985,42495.72
BP055326,MAQUEREAU,2019-02-19,FS500,BAT025,38.27,0.0,B,3S,14.58905,91.84800407
BP055284,SARDINE,2019-02-17,FA068,BAT019,7093.3,7209.0,A,nan,0.0,26954.54
BP055284,DECHET ENTIER,2019-02-17,FA068,BAT019,624.78,623.0,nan,nan,0.0,2374.16387
BP055285,SARDINE,2019-02-17,FA068,BAT019,5594.54,5535.8,A,nan,0.0,21259.25096
BP055285,DECHET ENTIER,2019-02-17,FA068,BAT019,624.78,623.0,nan,nan,0.0,2374.16387
BP055469,SARDINE,2019-02-21,FO001,BAT024,1555.72,1148.1,A,nan,0.1074689,4505.245186
BP055469,SARDINE,2019-02-21,FO001,BAT024,1281.6,1281.6,B,nan,0.08853275,3711.414727
BP055469,DECHET ENTIER,2019-02-21,FO001,BAT024,3604.5,3604.5,nan,nan,0.2489983,10438.3537
BP055439,SARDINE,2019-02-21,FO001,BAT029,18105.27,17812.46,A,nan,1.047637,52431.46445
BP055439,SARDINE,2019-02-21,FO001,BAT029,2776.8,2776.8,B,nan,0.1606759,8041.398574
BP055439,DECHET ENTIER,2019-02-21,FO001,BAT029,2189.4,2189.4,nan,nan,0.1266867,6340.333491
BP055474,SARDINE,2019-02-21,FO001,BAT024,1388.4,1193.49,A,nan,0.09741791,4020.699287
BP055474,SARDINE,2019-02-21,FO001,BAT024,3213.79,3213.79,B,nan,0.2254975,9306.888184
BP055474,DECHET ENTIER,2019-02-21,FO001,BAT024,1739.95,1739.95,nan,nan,0.1220846,5038.761074
